,speed,accel,hand,
"('koopa troopa', '300sl roadster', 'sponge', 'Clouds*')",1.5,-0.75,-0.75,N
"('koopa troopa', '300sl roadster', 'sponge', 'Peach Parasol*')",1.5,-0.75,-0.75,N
"('baby mario', '300sl roadster', 'sponge', 'Super Glider*')",1.5,-0.75,-0.75,N
"('baby mario', '300sl roadster', 'sponge', 'Wario*')",1.5,-0.75,-0.75,N
"('lemmy', 'splat buggy', 'sponge', 'Clouds*')",1.75,-0.75,-0.75,N
"('lemmy', 'splat buggy', 'sponge', 'Peach Parasol*')",1.75,-0.75,-0.75,N
"('baby mario', 'steal driver', 'roller', 'Clouds*')",1.75,-0.75,-0.75,N
"('baby mario', 'steal driver', 'roller', 'Peach Parasol*')",1.75,-0.75,-0.75,N
"('koopa troopa', 'pipe frame', 'monster', 'Clouds*')",1.75,-0.75,-0.75,N
"('koopa troopa', 'pipe frame', 'monster', 'Peach Parasol*')",1.75,-0.75,-0.75,N
"('baby mario', 'pipe frame', 'monster', 'Super Glider*')",1.75,-0.75,-0.75,N
"('baby mario', 'pipe frame', 'monster', 'Wario*')",1.75,-0.75,-0.75,N
"('koopa troopa', 'biddybuggy', 'monster', 'Super Glider*')",1.75,-0.75,-0.75,N
"('koopa troopa', 'biddybuggy', 'monster', 'Wario*')",1.75,-0.75,-0.75,N
"('lemmy', 'mach8', 'sponge', 'Clouds*')",2,-0.75,-0.75,N
"('lemmy', 'mach8', 'sponge', 'Peach Parasol*')",2,-0.75,-0.75,N
"('lemmy', 'comet', 'monster', 'Clouds*')",2,-0.75,-0.75,N
"('lemmy', 'comet', 'monster', 'Peach Parasol*')",2,-0.75,-0.75,N
"('lemmy', 'W25 silver arrow', 'monster', 'Clouds*')",2,-0.75,-0.75,N
"('lemmy', 'W25 silver arrow', 'monster', 'Peach Parasol*')",2,-0.75,-0.75,N
"('lemmy', 'landship', 'monster', 'Super Glider*')",2,-0.75,-0.75,N
"('lemmy', 'landship', 'monster', 'Wario*')",2,-0.75,-0.75,N
"('luigi', 'pipe frame', 'standard', 'Super Glider*')",0.5,-0.5,-0.75,
"('luigi', 'pipe frame', 'standard', 'Wario*')",0.5,-0.5,-0.75,
"('cat peach', 'sport bike', 'roller', 'Super Glider*')",0.75,-0.5,-0.75,N
"('cat peach', 'sport bike', 'roller', 'Wario*')",0.75,-0.5,-0.75,N
"('cat peach', 'sneeker', 'roller', 'Super Glider*')",0.75,-0.5,-0.75,N
"('cat peach', 'sneeker', 'roller', 'Wario*')",0.75,-0.5,-0.75,N
"('toad', '300sl roadster', 'standard', 'Super Glider*')",0.75,-0.5,-0.75,N
"('toad', '300sl roadster', 'standard', 'Wario*')",0.75,-0.5,-0.75,N
"('peach', 'landship', 'slim', 'Clouds*')",0.75,-0.5,-0.75,N
"('peach', 'landship', 'slim', 'Peach Parasol*')",0.75,-0.5,-0.75,N
"('toonooki mar', 'landship', 'slim', 'Clouds*')",0.75,-0.5,-0.75,N
"('toonooki mar', 'landship', 'slim', 'Peach Parasol*')",0.75,-0.5,-0.75,N
"('cat peach', 'pipe frame', 'Slick', 'Clouds*')",0.75,-0.5,-0.75,N
"('cat peach', 'pipe frame', 'Slick', 'Peach Parasol*')",0.75,-0.5,-0.75,N
"('cat peach', 'biddybuggy', 'Slick', 'Super Glider*')",0.75,-0.5,-0.75,N
"('cat peach', 'biddybuggy', 'Slick', 'Wario*')",0.75,-0.5,-0.75,N
"('mario', 'biddybuggy', 'slim', 'Clouds*')",0.75,-0.5,-0.75,N
"('mario', 'biddybuggy', 'slim', 'Peach Parasol*')",0.75,-0.5,-0.75,N
"('toadette', 'sport bike', 'standard', 'Clouds*')",1,-0.5,-0.75,N
"('toadette', 'sport bike', 'standard', 'Peach Parasol*')",1,-0.5,-0.75,N
"('toad', 'sport bike', 'button', 'Clouds*')",1,-0.5,-0.75,N
"('toad', 'sport bike', 'button', 'Peach Parasol*')",1,-0.5,-0.75,N
"('toadette', 'sport bike', 'button', 'Super Glider*')",1,-0.5,-0.75,N
"('toadette', 'sport bike', 'button', 'Wario*')",1,-0.5,-0.75,N
"('toadette', 'sneeker', 'standard', 'Clouds*')",1,-0.5,-0.75,N
"('toadette', 'sneeker', 'standard', 'Peach Parasol*')",1,-0.5,-0.75,N
"('toad', 'sneeker', 'button', 'Clouds*')",1,-0.5,-0.75,N
"('toad', 'sneeker', 'button', 'Peach Parasol*')",1,-0.5,-0.75,N
"('toadette', 'sneeker', 'button', 'Super Glider*')",1,-0.5,-0.75,N
"('toadette', 'sneeker', 'button', 'Wario*')",1,-0.5,-0.75,N
"('koopa troopa', 'splat buggy', 'standard', 'Clouds*')",1,-0.5,-0.75,N
"('koopa troopa', 'splat buggy', 'standard', 'Peach Parasol*')",1,-0.5,-0.75,N
"('baby mario', 'splat buggy', 'standard', 'Super Glider*')",1,-0.5,-0.75,N
"('baby mario', 'splat buggy', 'standard', 'Wario*')",1,-0.5,-0.75,N
"('koopa troopa', 'splat buggy', 'button', 'Super Glider*')",1,-0.5,-0.75,N
"('koopa troopa', 'splat buggy', 'button', 'Wario*')",1,-0.5,-0.75,N
"('toadette', 'comet', 'Slick', 'Clouds*')",1,-0.5,-0.75,N
"('toadette', 'comet', 'Slick', 'Peach Parasol*')",1,-0.5,-0.75,N
"('koopa troopa', 'comet', 'off road', 'Super Glider*')",1,-0.5,-0.75,N
"('koopa troopa', 'comet', 'off road', 'Wario*')",1,-0.5,-0.75,N
"('toadette', 'W25 silver arrow', 'Slick', 'Clouds*')",1,-0.5,-0.75,N
"('toadette', 'W25 silver arrow', 'Slick', 'Peach Parasol*')",1,-0.5,-0.75,N
"('koopa troopa', 'W25 silver arrow', 'off road', 'Super Glider*')",1,-0.5,-0.75,N
"('koopa troopa', 'W25 silver arrow', 'off road', 'Wario*')",1,-0.5,-0.75,N
"('toad', 'landship', 'Slick', 'Clouds*')",1,-0.5,-0.75,N
"('toad', 'landship', 'Slick', 'Peach Parasol*')",1,-0.5,-0.75,N
"('toadette', 'landship', 'Slick', 'Super Glider*')",1,-0.5,-0.75,N
"('toadette', 'landship', 'Slick', 'Wario*')",1,-0.5,-0.75,N
"('cat peach', 'biddybuggy', 'Metal', 'Clouds*')",1,-0.5,-0.75,N
"('cat peach', 'biddybuggy', 'Metal', 'Peach Parasol*')",1,-0.5,-0.75,N
"('koopa troopa', 'circuit soecial', 'roller', 'Clouds*')",1.25,-0.5,-0.75,N
"('koopa troopa', 'circuit soecial', 'roller', 'Peach Parasol*')",1.25,-0.5,-0.75,N
"('baby mario', 'circuit soecial', 'roller', 'Super Glider*')",1.25,-0.5,-0.75,N
"('baby mario', 'circuit soecial', 'roller', 'Wario*')",1.25,-0.5,-0.75,N
"('koopa troopa', 'mach8', 'standard', 'Clouds*')",1.25,-0.5,-0.75,N
"('koopa troopa', 'mach8', 'standard', 'Peach Parasol*')",1.25,-0.5,-0.75,N
"('baby mario', 'mach8', 'standard', 'Super Glider*')",1.25,-0.5,-0.75,N
"('baby mario', 'mach8', 'standard', 'Wario*')",1.25,-0.5,-0.75,N
"('koopa troopa', 'mach8', 'button', 'Super Glider*')",1.25,-0.5,-0.75,N
"('koopa troopa', 'mach8', 'button', 'Wario*')",1.25,-0.5,-0.75,N
"('lemmy', '300sl roadster', 'off road', 'Super Glider*')",1.25,-0.5,-0.75,N
"('lemmy', '300sl roadster', 'off road', 'Wario*')",1.25,-0.5,-0.75,N
"('koopa troopa', '300sl roadster', 'sponge', 'Super Glider*')",1.25,-0.5,-0.75,N
"('koopa troopa', '300sl roadster', 'sponge', 'Wario*')",1.25,-0.5,-0.75,N
"('cat peach', 'koopa clown', 'button', 'Clouds*')",1.25,-0.5,-0.75,N
"('cat peach', 'koopa clown', 'button', 'Peach Parasol*')",1.25,-0.5,-0.75,N
"('peach', 'koopa clown', 'roller', 'Clouds*')",1.25,-0.5,-0.75,N
"('peach', 'koopa clown', 'roller', 'Peach Parasol*')",1.25,-0.5,-0.75,N
"('toonooki mar', 'koopa clown', 'roller', 'Clouds*')",1.25,-0.5,-0.75,N
"('toonooki mar', 'koopa clown', 'roller', 'Peach Parasol*')",1.25,-0.5,-0.75,N
"('toadette', 'landship', 'Metal', 'Clouds*')",1.25,-0.5,-0.75,N
"('toadette', 'landship', 'Metal', 'Peach Parasol*')",1.25,-0.5,-0.75,N
"('lemmy', 'circuit soecial', 'button', 'Clouds*')",1.5,-0.5,-0.75,N
"('lemmy', 'circuit soecial', 'button', 'Peach Parasol*')",1.5,-0.5,-0.75,N
"('baby mario', 'sport bike', 'sponge', 'Clouds*')",1.5,-0.5,-0.75,N
"('baby mario', 'sport bike', 'sponge', 'Peach Parasol*')",1.5,-0.5,-0.75,N
"('baby mario', 'sneeker', 'sponge', 'Clouds*')",1.5,-0.5,-0.75,N
"('baby mario', 'sneeker', 'sponge', 'Peach Parasol*')",1.5,-0.5,-0.75,N
"('lemmy', 'splat buggy', 'sponge', 'Super Glider*')",1.5,-0.5,-0.75,N
"('lemmy', 'splat buggy', 'sponge', 'Wario*')",1.5,-0.5,-0.75,N
"('koopa troopa', 'steal driver', 'roller', 'Clouds*')",1.5,-0.5,-0.75,N
"('koopa troopa', 'steal driver', 'roller', 'Peach Parasol*')",1.5,-0.5,-0.75,N
"('baby mario', 'steal driver', 'roller', 'Super Glider*')",1.5,-0.5,-0.75,N
"('baby mario', 'steal driver', 'roller', 'Wario*')",1.5,-0.5,-0.75,N
"('koopa troopa', 'pipe frame', 'monster', 'Super Glider*')",1.5,-0.5,-0.75,N
"('koopa troopa', 'pipe frame', 'monster', 'Wario*')",1.5,-0.5,-0.75,N
"('lemmy', 'GLA', 'roller', 'Clouds*')",1.75,-0.5,-0.75,N
"('lemmy', 'GLA', 'roller', 'Peach Parasol*')",1.75,-0.5,-0.75,N
"('lemmy', 'steal driver', 'button', 'Clouds*')",1.75,-0.5,-0.75,N
"('lemmy', 'steal driver', 'button', 'Peach Parasol*')",1.75,-0.5,-0.75,N
"('lemmy', 'mach8', 'sponge', 'Super Glider*')",1.75,-0.5,-0.75,N
"('lemmy', 'mach8', 'sponge', 'Wario*')",1.75,-0.5,-0.75,N
"('lemmy', 'comet', 'monster', 'Super Glider*')",1.75,-0.5,-0.75,N
"('lemmy', 'comet', 'monster', 'Wario*')",1.75,-0.5,-0.75,N
"('toadette', 'koopa clown', 'sponge', 'Clouds*')",1.75,-0.5,-0.75,N
"('toadette', 'koopa clown', 'sponge', 'Peach Parasol*')",1.75,-0.5,-0.75,N
"('lemmy', 'W25 silver arrow', 'monster', 'Super Glider*')",1.75,-0.5,-0.75,N
"('lemmy', 'W25 silver arrow', 'monster', 'Wario*')",1.75,-0.5,-0.75,N
"('cat peach', '300sl roadster', 'slim', 'Clouds*')",0.5,-0.25,-0.75,
"('cat peach', '300sl roadster', 'slim', 'Peach Parasol*')",0.5,-0.25,-0.75,
"('peach', 'comet', 'slim', 'Clouds*')",0.5,-0.25,-0.75,
"('peach', 'comet', 'slim', 'Peach Parasol*')",0.5,-0.25,-0.75,
"('toonooki mar', 'comet', 'slim', 'Clouds*')",0.5,-0.25,-0.75,
"('toonooki mar', 'comet', 'slim', 'Peach Parasol*')",0.5,-0.25,-0.75,
"('peach', 'W25 silver arrow', 'slim', 'Clouds*')",0.5,-0.25,-0.75,
"('peach', 'W25 silver arrow', 'slim', 'Peach Parasol*')",0.5,-0.25,-0.75,
"('toonooki mar', 'W25 silver arrow', 'slim', 'Clouds*')",0.5,-0.25,-0.75,
"('toonooki mar', 'W25 silver arrow', 'slim', 'Peach Parasol*')",0.5,-0.25,-0.75,
"('luigi', 'landship', 'slim', 'Clouds*')",0.5,-0.25,-0.75,
"('luigi', 'landship', 'slim', 'Peach Parasol*')",0.5,-0.25,-0.75,
"('peach', 'landship', 'slim', 'Super Glider*')",0.5,-0.25,-0.75,
"('peach', 'landship', 'slim', 'Wario*')",0.5,-0.25,-0.75,
"('toonooki mar', 'landship', 'slim', 'Super Glider*')",0.5,-0.25,-0.75,
"('toonooki mar', 'landship', 'slim', 'Wario*')",0.5,-0.25,-0.75,
"('cat peach', 'pipe frame', 'Slick', 'Super Glider*')",0.5,-0.25,-0.75,
"('cat peach', 'pipe frame', 'Slick', 'Wario*')",0.5,-0.25,-0.75,
"('mario', 'pipe frame', 'slim', 'Clouds*')",0.5,-0.25,-0.75,
"('mario', 'pipe frame', 'slim', 'Peach Parasol*')",0.5,-0.25,-0.75,
"('mario', 'biddybuggy', 'slim', 'Super Glider*')",0.5,-0.25,-0.75,
"('mario', 'biddybuggy', 'slim', 'Wario*')",0.5,-0.25,-0.75,
"('toad', 'sport bike', 'standard', 'Clouds*')",0.75,-0.25,-0.75,N
"('toad', 'sport bike', 'standard', 'Peach Parasol*')",0.75,-0.25,-0.75,N
"('toadette', 'sport bike', 'standard', 'Super Glider*')",0.75,-0.25,-0.75,N
"('toadette', 'sport bike', 'standard', 'Wario*')",0.75,-0.25,-0.75,N
"('toad', 'sport bike', 'button', 'Super Glider*')",0.75,-0.25,-0.75,N
"('toad', 'sport bike', 'button', 'Wario*')",0.75,-0.25,-0.75,N
"('toad', 'sneeker', 'standard', 'Clouds*')",0.75,-0.25,-0.75,N
"('toad', 'sneeker', 'standard', 'Peach Parasol*')",0.75,-0.25,-0.75,N
"('toadette', 'sneeker', 'standard', 'Super Glider*')",0.75,-0.25,-0.75,N
"('toadette', 'sneeker', 'standard', 'Wario*')",0.75,-0.25,-0.75,N
"('toad', 'sneeker', 'button', 'Super Glider*')",0.75,-0.25,-0.75,N
"('toad', 'sneeker', 'button', 'Wario*')",0.75,-0.25,-0.75,N
"('toadette', 'splat buggy', 'slim', 'Clouds*')",0.75,-0.25,-0.75,N
"('toadette', 'splat buggy', 'slim', 'Peach Parasol*')",0.75,-0.25,-0.75,N
"('koopa troopa', 'splat buggy', 'standard', 'Super Glider*')",0.75,-0.25,-0.75,N
"('koopa troopa', 'splat buggy', 'standard', 'Wario*')",0.75,-0.25,-0.75,N
"('toad', 'comet', 'Slick', 'Clouds*')",0.75,-0.25,-0.75,N
"('toad', 'comet', 'Slick', 'Peach Parasol*')",0.75,-0.25,-0.75,N
"('toadette', 'comet', 'Slick', 'Super Glider*')",0.75,-0.25,-0.75,N
"('toadette', 'comet', 'Slick', 'Wario*')",0.75,-0.25,-0.75,N
"('toad', 'W25 silver arrow', 'Slick', 'Clouds*')",0.75,-0.25,-0.75,N
"('toad', 'W25 silver arrow', 'Slick', 'Peach Parasol*')",0.75,-0.25,-0.75,N
"('toadette', 'W25 silver arrow', 'Slick', 'Super Glider*')",0.75,-0.25,-0.75,N
"('toadette', 'W25 silver arrow', 'Slick', 'Wario*')",0.75,-0.25,-0.75,N
"('toad', 'landship', 'Slick', 'Super Glider*')",0.75,-0.25,-0.75,N
"('toad', 'landship', 'Slick', 'Wario*')",0.75,-0.25,-0.75,N
"('cat peach', 'pipe frame', 'Metal', 'Clouds*')",0.75,-0.25,-0.75,N
"('cat peach', 'pipe frame', 'Metal', 'Peach Parasol*')",0.75,-0.25,-0.75,N
"('cat peach', 'biddybuggy', 'Metal', 'Super Glider*')",0.75,-0.25,-0.75,N
"('cat peach', 'biddybuggy', 'Metal', 'Wario*')",0.75,-0.25,-0.75,N
"('koopa troopa', 'circuit soecial', 'roller', 'Super Glider*')",1,-0.25,-0.75,N
"('koopa troopa', 'circuit soecial', 'roller', 'Wario*')",1,-0.25,-0.75,N
"('toadette', 'mach8', 'slim', 'Clouds*')",1,-0.25,-0.75,N
"('toadette', 'mach8', 'slim', 'Peach Parasol*')",1,-0.25,-0.75,N
"('koopa troopa', 'mach8', 'standard', 'Super Glider*')",1,-0.25,-0.75,N
"('koopa troopa', 'mach8', 'standard', 'Wario*')",1,-0.25,-0.75,N
"('baby mario', '300sl roadster', 'Slick', 'Clouds*')",1,-0.25,-0.75,N
"('baby mario', '300sl roadster', 'Slick', 'Peach Parasol*')",1,-0.25,-0.75,N
"('toadette', 'comet', 'Metal', 'Clouds*')",1,-0.25,-0.75,N
"('toadette', 'comet', 'Metal', 'Peach Parasol*')",1,-0.25,-0.75,N
"('cat peach', 'koopa clown', 'standard', 'Clouds*')",1,-0.25,-0.75,N
"('cat peach', 'koopa clown', 'standard', 'Peach Parasol*')",1,-0.25,-0.75,N
"('cat peach', 'koopa clown', 'button', 'Super Glider*')",1,-0.25,-0.75,N
"('cat peach', 'koopa clown', 'button', 'Wario*')",1,-0.25,-0.75,N
"('luigi', 'koopa clown', 'roller', 'Clouds*')",1,-0.25,-0.75,N
"('luigi', 'koopa clown', 'roller', 'Peach Parasol*')",1,-0.25,-0.75,N
"('peach', 'koopa clown', 'roller', 'Super Glider*')",1,-0.25,-0.75,N
"('peach', 'koopa clown', 'roller', 'Wario*')",1,-0.25,-0.75,N
"('toonooki mar', 'koopa clown', 'roller', 'Super Glider*')",1,-0.25,-0.75,N
"('toonooki mar', 'koopa clown', 'roller', 'Wario*')",1,-0.25,-0.75,N
"('toadette', 'W25 silver arrow', 'Metal', 'Clouds*')",1,-0.25,-0.75,N
"('toadette', 'W25 silver arrow', 'Metal', 'Peach Parasol*')",1,-0.25,-0.75,N
"('toad', 'landship', 'Metal', 'Clouds*')",1,-0.25,-0.75,N
"('toad', 'landship', 'Metal', 'Peach Parasol*')",1,-0.25,-0.75,N
"('toadette', 'landship', 'Metal', 'Super Glider*')",1,-0.25,-0.75,N
"('toadette', 'landship', 'Metal', 'Wario*')",1,-0.25,-0.75,N
"('lemmy', 'circuit soecial', 'standard', 'Clouds*')",1.25,-0.25,-0.75,N
"('lemmy', 'circuit soecial', 'standard', 'Peach Parasol*')",1.25,-0.25,-0.75,N
"('lemmy', 'circuit soecial', 'button', 'Super Glider*')",1.25,-0.25,-0.75,N
"('lemmy', 'circuit soecial', 'button', 'Wario*')",1.25,-0.25,-0.75,N
"('lemmy', 'sport bike', 'off road', 'Clouds*')",1.25,-0.25,-0.75,N
"('lemmy', 'sport bike', 'off road', 'Peach Parasol*')",1.25,-0.25,-0.75,N
"('koopa troopa', 'sport bike', 'sponge', 'Clouds*')",1.25,-0.25,-0.75,N
"('koopa troopa', 'sport bike', 'sponge', 'Peach Parasol*')",1.25,-0.25,-0.75,N
"('baby mario', 'sport bike', 'sponge', 'Super Glider*')",1.25,-0.25,-0.75,N
"('baby mario', 'sport bike', 'sponge', 'Wario*')",1.25,-0.25,-0.75,N
"('lemmy', 'sneeker', 'off road', 'Clouds*')",1.25,-0.25,-0.75,N
"('lemmy', 'sneeker', 'off road', 'Peach Parasol*')",1.25,-0.25,-0.75,N
"('koopa troopa', 'sneeker', 'sponge', 'Clouds*')",1.25,-0.25,-0.75,N
"('koopa troopa', 'sneeker', 'sponge', 'Peach Parasol*')",1.25,-0.25,-0.75,N
"('baby mario', 'sneeker', 'sponge', 'Super Glider*')",1.25,-0.25,-0.75,N
"('baby mario', 'sneeker', 'sponge', 'Wario*')",1.25,-0.25,-0.75,N
"('baby peach', 'splat buggy', 'off road', 'Clouds*')",1.25,-0.25,-0.75,N
"('baby peach', 'splat buggy', 'off road', 'Peach Parasol*')",1.25,-0.25,-0.75,N
"('koopa troopa', 'steal driver', 'roller', 'Super Glider*')",1.25,-0.25,-0.75,N
"('koopa troopa', 'steal driver', 'roller', 'Wario*')",1.25,-0.25,-0.75,N
"('lemmy', 'GLA', 'roller', 'Super Glider*')",1.5,-0.25,-0.75,N
"('lemmy', 'GLA', 'roller', 'Wario*')",1.5,-0.25,-0.75,N
"('lemmy', 'steal driver', 'standard', 'Clouds*')",1.5,-0.25,-0.75,N
"('lemmy', 'steal driver', 'standard', 'Peach Parasol*')",1.5,-0.25,-0.75,N
"('lemmy', 'steal driver', 'button', 'Super Glider*')",1.5,-0.25,-0.75,N
"('lemmy', 'steal driver', 'button', 'Wario*')",1.5,-0.25,-0.75,N
"('baby peach', 'mach8', 'off road', 'Clouds*')",1.5,-0.25,-0.75,N
"('baby peach', 'mach8', 'off road', 'Peach Parasol*')",1.5,-0.25,-0.75,N
"('baby mario', 'koopa clown', 'off road', 'Clouds*')",1.5,-0.25,-0.75,N
"('baby mario', 'koopa clown', 'off road', 'Peach Parasol*')",1.5,-0.25,-0.75,N
"('toad', 'koopa clown', 'sponge', 'Clouds*')",1.5,-0.25,-0.75,N
"('toad', 'koopa clown', 'sponge', 'Peach Parasol*')",1.5,-0.25,-0.75,N
"('toadette', 'koopa clown', 'sponge', 'Super Glider*')",1.5,-0.25,-0.75,N
"('toadette', 'koopa clown', 'sponge', 'Wario*')",1.5,-0.25,-0.75,N
"('baby peach', '300sl roadster', 'monster', 'Clouds*')",1.75,-0.25,-0.75,N
"('baby peach', '300sl roadster', 'monster', 'Peach Parasol*')",1.75,-0.25,-0.75,N
"('cat peach', '300sl roadster', 'slim', 'Super Glider*')",0.25,0,-0.75,
"('cat peach', '300sl roadster', 'slim', 'Wario*')",0.25,0,-0.75,
"('luigi', 'comet', 'slim', 'Clouds*')",0.25,0,-0.75,
"('luigi', 'comet', 'slim', 'Peach Parasol*')",0.25,0,-0.75,
"('peach', 'comet', 'slim', 'Super Glider*')",0.25,0,-0.75,
"('peach', 'comet', 'slim', 'Wario*')",0.25,0,-0.75,
"('toonooki mar', 'comet', 'slim', 'Super Glider*')",0.25,0,-0.75,
"('toonooki mar', 'comet', 'slim', 'Wario*')",0.25,0,-0.75,
"('luigi', 'W25 silver arrow', 'slim', 'Clouds*')",0.25,0,-0.75,
"('luigi', 'W25 silver arrow', 'slim', 'Peach Parasol*')",0.25,0,-0.75,
"('peach', 'W25 silver arrow', 'slim', 'Super Glider*')",0.25,0,-0.75,
"('peach', 'W25 silver arrow', 'slim', 'Wario*')",0.25,0,-0.75,
"('toonooki mar', 'W25 silver arrow', 'slim', 'Super Glider*')",0.25,0,-0.75,
"('toonooki mar', 'W25 silver arrow', 'slim', 'Wario*')",0.25,0,-0.75,
"('luigi', 'landship', 'slim', 'Super Glider*')",0.25,0,-0.75,
"('luigi', 'landship', 'slim', 'Wario*')",0.25,0,-0.75,
"('mario', 'pipe frame', 'slim', 'Super Glider*')",0.25,0,-0.75,
"('mario', 'pipe frame', 'slim', 'Wario*')",0.25,0,-0.75,
"('toad', 'sport bike', 'standard', 'Super Glider*')",0.5,0,-0.75,N
"('toad', 'sport bike', 'standard', 'Wario*')",0.5,0,-0.75,N
"('toad', 'sneeker', 'standard', 'Super Glider*')",0.5,0,-0.75,N
"('toad', 'sneeker', 'standard', 'Wario*')",0.5,0,-0.75,N
"('toad', 'splat buggy', 'slim', 'Clouds*')",0.5,0,-0.75,N
"('toad', 'splat buggy', 'slim', 'Peach Parasol*')",0.5,0,-0.75,N
"('toadette', 'splat buggy', 'slim', 'Super Glider*')",0.5,0,-0.75,N
"('toadette', 'splat buggy', 'slim', 'Wario*')",0.5,0,-0.75,N
"('toad', 'comet', 'Slick', 'Super Glider*')",0.5,0,-0.75,N
"('toad', 'comet', 'Slick', 'Wario*')",0.5,0,-0.75,N
"('toad', 'W25 silver arrow', 'Slick', 'Super Glider*')",0.5,0,-0.75,N
"('toad', 'W25 silver arrow', 'Slick', 'Wario*')",0.5,0,-0.75,N
"('cat peach', 'pipe frame', 'Metal', 'Super Glider*')",0.5,0,-0.75,N
"('cat peach', 'pipe frame', 'Metal', 'Wario*')",0.5,0,-0.75,N
"('toad', 'mach8', 'slim', 'Clouds*')",0.75,0,-0.75,N
"('toad', 'mach8', 'slim', 'Peach Parasol*')",0.75,0,-0.75,N
"('toadette', 'mach8', 'slim', 'Super Glider*')",0.75,0,-0.75,N
"('toadette', 'mach8', 'slim', 'Wario*')",0.75,0,-0.75,N
"('koopa troopa', '300sl roadster', 'Slick', 'Clouds*')",0.75,0,-0.75,N
"('koopa troopa', '300sl roadster', 'Slick', 'Peach Parasol*')",0.75,0,-0.75,N
"('baby mario', '300sl roadster', 'Slick', 'Super Glider*')",0.75,0,-0.75,N
"('baby mario', '300sl roadster', 'Slick', 'Wario*')",0.75,0,-0.75,N
"('toad', 'comet', 'Metal', 'Clouds*')",0.75,0,-0.75,N
"('toad', 'comet', 'Metal', 'Peach Parasol*')",0.75,0,-0.75,N
"('toadette', 'comet', 'Metal', 'Super Glider*')",0.75,0,-0.75,N
"('toadette', 'comet', 'Metal', 'Wario*')",0.75,0,-0.75,N
"('cat peach', 'koopa clown', 'standard', 'Super Glider*')",0.75,0,-0.75,N
"('cat peach', 'koopa clown', 'standard', 'Wario*')",0.75,0,-0.75,N
"('luigi', 'koopa clown', 'roller', 'Super Glider*')",0.75,0,-0.75,N
"('luigi', 'koopa clown', 'roller', 'Wario*')",0.75,0,-0.75,N
"('toad', 'W25 silver arrow', 'Metal', 'Clouds*')",0.75,0,-0.75,N
"('toad', 'W25 silver arrow', 'Metal', 'Peach Parasol*')",0.75,0,-0.75,N
"('toadette', 'W25 silver arrow', 'Metal', 'Super Glider*')",0.75,0,-0.75,N
"('toadette', 'W25 silver arrow', 'Metal', 'Wario*')",0.75,0,-0.75,N
"('toad', 'landship', 'Metal', 'Super Glider*')",0.75,0,-0.75,N
"('toad', 'landship', 'Metal', 'Wario*')",0.75,0,-0.75,N
"('lemmy', 'circuit soecial', 'standard', 'Super Glider*')",1,0,-0.75,N
"('lemmy', 'circuit soecial', 'standard', 'Wario*')",1,0,-0.75,N
"('lemmy', 'sport bike', 'off road', 'Super Glider*')",1,0,-0.75,N
"('lemmy', 'sport bike', 'off road', 'Wario*')",1,0,-0.75,N
"('koopa troopa', 'sport bike', 'sponge', 'Super Glider*')",1,0,-0.75,N
"('koopa troopa', 'sport bike', 'sponge', 'Wario*')",1,0,-0.75,N
"('lemmy', 'sneeker', 'off road', 'Super Glider*')",1,0,-0.75,N
"('lemmy', 'sneeker', 'off road', 'Wario*')",1,0,-0.75,N
"('koopa troopa', 'sneeker', 'sponge', 'Super Glider*')",1,0,-0.75,N
"('koopa troopa', 'sneeker', 'sponge', 'Wario*')",1,0,-0.75,N
"('lemmy', 'splat buggy', 'Slick', 'Clouds*')",1,0,-0.75,N
"('lemmy', 'splat buggy', 'Slick', 'Peach Parasol*')",1,0,-0.75,N
"('baby peach', 'splat buggy', 'off road', 'Super Glider*')",1,0,-0.75,N
"('baby peach', 'splat buggy', 'off road', 'Wario*')",1,0,-0.75,N
"('baby mario', '300sl roadster', 'Metal', 'Clouds*')",1,0,-0.75,N
"('baby mario', '300sl roadster', 'Metal', 'Peach Parasol*')",1,0,-0.75,N
"('lemmy', 'steal driver', 'standard', 'Super Glider*')",1.25,0,-0.75,N
"('lemmy', 'steal driver', 'standard', 'Wario*')",1.25,0,-0.75,N
"('lemmy', 'mach8', 'Slick', 'Clouds*')",1.25,0,-0.75,N
"('lemmy', 'mach8', 'Slick', 'Peach Parasol*')",1.25,0,-0.75,N
"('baby peach', 'mach8', 'off road', 'Super Glider*')",1.25,0,-0.75,N
"('baby peach', 'mach8', 'off road', 'Wario*')",1.25,0,-0.75,N
"('koopa troopa', 'koopa clown', 'off road', 'Clouds*')",1.25,0,-0.75,N
"('koopa troopa', 'koopa clown', 'off road', 'Peach Parasol*')",1.25,0,-0.75,N
"('baby mario', 'koopa clown', 'off road', 'Super Glider*')",1.25,0,-0.75,N
"('baby mario', 'koopa clown', 'off road', 'Wario*')",1.25,0,-0.75,N
"('toad', 'koopa clown', 'sponge', 'Super Glider*')",1.25,0,-0.75,N
"('toad', 'koopa clown', 'sponge', 'Wario*')",1.25,0,-0.75,N
"('baby peach', 'circuit soecial', 'sponge', 'Clouds*')",1.5,0,-0.75,N
"('baby peach', 'circuit soecial', 'sponge', 'Peach Parasol*')",1.5,0,-0.75,N
"('baby peach', 'GLA', 'button', 'Clouds*')",1.5,0,-0.75,N
"('baby peach', 'GLA', 'button', 'Peach Parasol*')",1.5,0,-0.75,N
